question,Kept_Record
"What are the symptoms of Cardiac valvular dysplasia, X-linked ?",What are the symptoms of Spondyloepimetaphyseal dysplasia X-linked ?
What is (are) Frontotemporal Dementia ?,What is (are) Frontotemporal dementia ?
What is (are) Costello syndrome ?,What is (are) Costello syndrome ?
What is (are) Lynch syndrome ?,What is (are) Lynch syndrome ?
Is Lynch syndrome inherited ?,Is Lynch syndrome inherited ?
What is (are) Colpocephaly ?,What is (are) Colpocephaly ?
What are the treatments for Colpocephaly ?,What are the treatments for Colpocephaly ?
What is (are) biotinidase deficiency ?,What is (are) Biotinidase deficiency ?
What is (are) Autoimmune polyglandular syndrome type 1 ?,"What is (are) autoimmune polyglandular syndrome, type 1 ?"
What is (are) Troyer Syndrome ?,What is (are) Troyer syndrome ?
What is (are) Troyer syndrome ?,What is (are) Troyer syndrome ?
Is Troyer syndrome inherited ?,Is Troyer syndrome inherited ?
What are the treatments for Troyer Syndrome ?,What are the treatments for Troyer syndrome ?
What are the treatments for Troyer syndrome ?,What are the treatments for Troyer syndrome ?
What is (are) Hennekam syndrome ?,What is (are) Hennekam syndrome ?
What is (are) Von Willebrand Disease ?,What is (are) Von Willebrand disease ?
What is (are) von Willebrand disease ?,What is (are) Von Willebrand disease ?
What are the symptoms of Von Willebrand Disease ?,What are the symptoms of Von Willebrand disease ?
What causes Von Willebrand Disease ?,What causes Von Willebrand disease ?
Is von Willebrand disease inherited ?,Is Von Willebrand disease inherited ?
What are the treatments for Branchiootorenal syndrome ?,What are the treatments for branchiootorenal/branchiootic syndrome ?
Is Ewing sarcoma inherited ?,Is Ewing sarcoma inherited ?
"What is (are) 47,XYY syndrome ?","What is (are) 47, XYY syndrome ?"
"Is 47,XYY syndrome inherited ?","Is 47, XYY syndrome inherited ?"
What is (are) Laron syndrome ?,What is (are) Laron syndrome ?
Is Laron syndrome inherited ?,Is Laron syndrome inherited ?
What are the treatments for Laron syndrome ?,What are the treatments for Laron syndrome ?
What is (are) systemic scleroderma ?,What is (are) Systemic scleroderma ?
Is systemic scleroderma inherited ?,Is Systemic scleroderma inherited ?
What is (are) 2q37 deletion syndrome ?,What is (are) 2q37 deletion syndrome ?
Is 2q37 deletion syndrome inherited ?,Is 2q37 deletion syndrome inherited ?
What is (are) Chanarin-Dorfman syndrome ?,What is (are) Chanarin-Dorfman syndrome ?
What is (are) deafness and myopia syndrome ?,What is (are) Deafness and myopia syndrome ?
What is (are) glutathione synthetase deficiency ?,What is (are) Glutathione synthetase deficiency ?
What is (are) isobutyryl-CoA dehydrogenase deficiency ?,What is (are) Isobutyryl-CoA dehydrogenase deficiency ?
Is isobutyryl-CoA dehydrogenase deficiency inherited ?,Is Isobutyryl-CoA dehydrogenase deficiency inherited ?
What are the treatments for isobutyryl-CoA dehydrogenase deficiency ?,What are the treatments for Isobutyryl-CoA dehydrogenase deficiency ?
What are the treatments for Gardner syndrome ?,What are the treatments for Char syndrome ?
What is (are) dermatofibrosarcoma protuberans ?,What is (are) Dermatofibrosarcoma protuberans ?
What are the symptoms of Familial multiple trichodiscomas ?,What are the symptoms of Familial isolated hyperparathyroidism ?
Is Langerhans cell histiocytosis inherited ?,Is Langerhans cell histiocytosis inherited ?
What is (are) congenital bilateral absence of the vas deferens ?,What is (are) Congenital bilateral absence of the vas deferens ?
Is congenital bilateral absence of the vas deferens inherited ?,Is Congenital bilateral absence of the vas deferens inherited ?
What is (are) Encephalitis Lethargica ?,What is (are) Encephalitis lethargica ?
What is (are) Wernicke-Korsakoff Syndrome ?,What is (are) Wernicke-Korsakoff syndrome ?
What are the treatments for Wernicke-Korsakoff Syndrome ?,What are the treatments for Wernicke-Korsakoff syndrome ?
What is (are) Proteus syndrome ?,What is (are) Proteus syndrome ?
What is (are) Beta-thalassemia ?,What is (are) beta thalassemia ?
What are the symptoms of Thalassemia ?,What are the symptoms of Beta-thalassemia ?
What are the symptoms of Thalassemias ?,What are the symptoms of Beta-thalassemia ?
Is Beta-thalassemia inherited ?,Is beta thalassemia inherited ?
What is (are) hyperkalemic periodic paralysis ?,What is (are) Hyperkalemic periodic paralysis ?
What are the treatments for Complex Regional Pain Syndrome ?,What are the treatments for Complex regional pain syndrome ?
What is (are) Primary Hyperparathyroidism ?,What is (are) Primary hyperparathyroidism ?
What is (are) Primary Hyperparathyroidism ?,What is (are) Primary hyperparathyroidism ?
What is (are) Primary Hyperparathyroidism ?,What is (are) Primary hyperparathyroidism ?
Is polycythemia vera inherited ?,Is Polycythemia vera inherited ?
What is (are) X-linked agammaglobulinemia ?,What is (are) X-linked agammaglobulinemia ?
What are the treatments for X-linked agammaglobulinemia ?,What are the treatments for X-linked agammaglobulinemia ?
What is (are) oculopharyngeal muscular dystrophy ?,What is (are) Oculopharyngeal muscular dystrophy ?
Is oculopharyngeal muscular dystrophy inherited ?,Is Oculopharyngeal muscular dystrophy inherited ?
What are the treatments for oculopharyngeal muscular dystrophy ?,What are the treatments for Oculopharyngeal muscular dystrophy ?
What is (are) Alpha-thalassemia ?,What is (are) alpha thalassemia ?
Is Alpha-thalassemia inherited ?,Is alpha thalassemia inherited ?
What are the treatments for Alpha-thalassemia ?,What are the treatments for alpha thalassemia ?
What is (are) Stiff person syndrome ?,What is (are) Stiff-Person Syndrome ?
What are the treatments for Stiff person syndrome ?,What are the treatments for Stiff-Person Syndrome ?
What is (are) prothrombin thrombophilia ?,What is (are) Prothrombin thrombophilia ?
Is prothrombin thrombophilia inherited ?,Is Prothrombin thrombophilia inherited ?
What causes Thalassemia ?,What causes Thalassemias ?
How to diagnose Thalassemia ?,How to diagnose Thalassemias ?
What are the treatments for Thalassemia ?,What are the treatments for Thalassemias ?
What is (are) McCune Albright syndrome ?,What is (are) McCune-Albright syndrome ?
Is McCune Albright syndrome inherited ?,Is McCune-Albright syndrome inherited ?
What are the treatments for McCune Albright syndrome ?,What are the treatments for McCune-Albright syndrome ?
What is (are) paroxysmal extreme pain disorder ?,What is (are) Paroxysmal extreme pain disorder ?
What are the symptoms of Cushing's Syndrome ?,What are the symptoms of Cushing's syndrome ?
What causes Cushing's Syndrome ?,What causes Cushing's syndrome ?
What is (are) Dowling-Degos disease ?,What is (are) Dowling-Degos disease ?
What are the treatments for Dowling-Degos disease ?,What are the treatments for Dowling-Degos disease ?
What is (are) dentinogenesis imperfecta ?,What is (are) Dentinogenesis imperfecta ?
Is dentinogenesis imperfecta inherited ?,Is Dentinogenesis imperfecta inherited ?
What are the treatments for dentinogenesis imperfecta ?,What are the treatments for Dentinogenesis imperfecta ?
What is (are) Weaver syndrome ?,What is (are) Weaver syndrome ?
What is (are) Roberts syndrome ?,What is (are) Roberts syndrome ?
What is (are) Hydranencephaly ?,What is (are) Hydranencephaly ?
What are the treatments for Hydranencephaly ?,What are the treatments for Hydranencephaly ?
Is Tay-Sachs disease inherited ?,Is Tay-Sachs disease inherited ?
What are the treatments for Tay-Sachs Disease ?,What are the treatments for Tay-Sachs disease ?
What are the treatments for Tay-Sachs disease ?,What are the treatments for Tay-Sachs disease ?
What is (are) Neuroleptic Malignant Syndrome ?,What is (are) Neuroleptic malignant syndrome ?
What is (are) Muckle-Wells syndrome ?,What is (are) Muckle-Wells syndrome ?
What is (are) fumarase deficiency ?,What is (are) Fumarase deficiency ?
What are the treatments for fumarase deficiency ?,What are the treatments for Fumarase deficiency ?
What is (are) cone-rod dystrophy ?,What is (are) Cone-rod dystrophy ?
What are the treatments for cone-rod dystrophy ?,What are the treatments for Cone-rod dystrophy ?
What is (are) Parkinson disease ?,What is (are) Parkinson disease ?
Is Parkinson disease inherited ?,Is Parkinson disease inherited ?
What is (are) Andersen-Tawil syndrome ?,What is (are) Andersen-Tawil syndrome ?
What is (are) Peters plus syndrome ?,What is (are) Peters plus syndrome ?
Is Peters plus syndrome inherited ?,Is Peters plus syndrome inherited ?
What are the treatments for Peters plus syndrome ?,What are the treatments for Peters plus syndrome ?
What is (are) neuroferritinopathy ?,What is (are) Neuroferritinopathy ?
What is (are) Camurati-Engelmann disease ?,What is (are) Camurati-Engelmann disease ?
Is Camurati-Engelmann disease inherited ?,Is Camurati-Engelmann disease inherited ?
What are the treatments for Camurati-Engelmann disease ?,What are the treatments for Camurati-Engelmann disease ?
What is (are) Beta ketothiolase deficiency ?,What is (are) beta-ketothiolase deficiency ?
What is (are) multiple mitochondrial dysfunctions syndrome ?,What is (are) Multiple mitochondrial dysfunctions syndrome ?
What is (are) pyridoxine-dependent epilepsy ?,What is (are) Pyridoxine-dependent epilepsy ?
What are the treatments for pyridoxine-dependent epilepsy ?,What are the treatments for Pyridoxine-dependent epilepsy ?
What is (are) Multifocal Motor Neuropathy ?,What is (are) Multifocal motor neuropathy ?
What are the treatments for Multifocal Motor Neuropathy ?,What are the treatments for Multifocal motor neuropathy ?
What is (are) oculocutaneous albinism ?,What is (are) Oculocutaneous albinism ?
What are the treatments for oculocutaneous albinism ?,What are the treatments for Oculocutaneous albinism ?
What is (are) Northern epilepsy ?,What is (are) Northern epilepsy ?
What is (are) pyruvate kinase deficiency ?,What is (are) Pyruvate kinase deficiency ?
Is pyruvate kinase deficiency inherited ?,Is Pyruvate kinase deficiency inherited ?
What are the treatments for pyruvate kinase deficiency ?,What are the treatments for Pyruvate kinase deficiency ?
What is (are) infantile-onset ascending hereditary spastic paralysis ?,What is (are) Infantile-onset ascending hereditary spastic paralysis ?
Is Prader-Willi syndrome inherited ?,Is Prader-Willi syndrome inherited ?
What are the treatments for Prader-Willi syndrome ?,What are the treatments for Prader-Willi syndrome ?
What is (are) Denys-Drash syndrome ?,What is (are) Denys-Drash syndrome ?
Is Denys-Drash syndrome inherited ?,Is Denys-Drash syndrome inherited ?
What is (are) dihydrolipoamide dehydrogenase deficiency ?,What is (are) Dihydrolipoamide dehydrogenase deficiency ?
Is dihydrolipoamide dehydrogenase deficiency inherited ?,Is Dihydrolipoamide dehydrogenase deficiency inherited ?
What are the treatments for dihydrolipoamide dehydrogenase deficiency ?,What are the treatments for Dihydrolipoamide dehydrogenase deficiency ?
What is (are) hyperparathyroidism-jaw tumor syndrome ?,What is (are) Hyperparathyroidism-jaw tumor syndrome ?
What is (are) Fibromuscular Dysplasia ?,What is (are) Fibromuscular dysplasia ?
What is (are) Lesch-Nyhan Syndrome ?,What is (are) Lesch Nyhan syndrome ?
What is (are) Lesch-Nyhan syndrome ?,What is (are) Lesch Nyhan syndrome ?
Is Lesch Nyhan syndrome inherited ?,Is Lesch-Nyhan syndrome inherited ?
What are the symptoms of Noonan syndrome ?,What are the symptoms of Neurofibromatosis-Noonan syndrome ?
What is (are) congenital hypothyroidism ?,What is (are) Congenital hypothyroidism ?
What is (are) KBG syndrome ?,What is (are) KBG syndrome ?
What are the treatments for Lupus ?,What are the treatments for Lupus Nephritis ?
What are the symptoms of Pediatric ulcerative colitis ?,What are the symptoms of Ulcerative Colitis ?
What is (are) Gilbert syndrome ?,What is (are) Gilbert syndrome ?
Is Gilbert syndrome inherited ?,Is Gilbert syndrome inherited ?
What are the treatments for Gilbert syndrome ?,What are the treatments for Gilbert syndrome ?
What is (are) Myoclonic epilepsy with ragged red fibers ?,What is (are) myoclonic epilepsy with ragged-red fibers ?
Is Myoclonic epilepsy with ragged red fibers inherited ?,Is myoclonic epilepsy with ragged-red fibers inherited ?
What is (are) myotonic dystrophy ?,What is (are) Myotonic dystrophy ?
What are the treatments for myotonic dystrophy ?,What are the treatments for Myotonic dystrophy ?
What is (are) idiopathic inflammatory myopathy ?,What is (are) Idiopathic inflammatory myopathy ?
What is (are) familial atrial fibrillation ?,What is (are) Familial atrial fibrillation ?
What are the treatments for familial atrial fibrillation ?,What are the treatments for Familial atrial fibrillation ?
What is (are) aromatic l-amino acid decarboxylase deficiency ?,What is (are) Aromatic L-amino acid decarboxylase deficiency ?
What is (are) familial isolated hyperparathyroidism ?,What is (are) Familial isolated hyperparathyroidism ?
Is familial isolated hyperparathyroidism inherited ?,Is Familial isolated hyperparathyroidism inherited ?
What are the treatments for Dominant dystrophic epidermolysis bullosa ?,What are the treatments for dystrophic epidermolysis bullosa ?
What is (are) primary carnitine deficiency ?,What is (are) Primary carnitine deficiency ?
Is primary carnitine deficiency inherited ?,Is Primary carnitine deficiency inherited ?
What are the treatments for primary carnitine deficiency ?,What are the treatments for Primary carnitine deficiency ?
What is (are) hereditary spherocytosis ?,What is (are) Hereditary spherocytosis ?
Is hereditary spherocytosis inherited ?,Is Hereditary spherocytosis inherited ?
What is (are) Weill-Marchesani syndrome ?,What is (are) Weill-Marchesani syndrome ?
What are the treatments for Weill-Marchesani syndrome ?,What are the treatments for Weill-Marchesani syndrome ?
What is (are) spondyloepiphyseal dysplasia congenita ?,What is (are) Spondyloepiphyseal dysplasia congenita ?
Is spondyloepiphyseal dysplasia congenita inherited ?,Is Spondyloepiphyseal dysplasia congenita inherited ?
